job_id,posted_date,company,job_title,location,employment_type,experience_level,salary_min_lpa,salary_max_lpa,job_description,source
KAGGLE_000436,2026-05-14,company_667,data scientist,"Mountain View, CA, US . San Francisco, CA, US . Hybrid",hybrid,Senior,203.86,203.86,"data scientist role. requiring skills: []. seniority level: Senior. work mode/status: hybrid. company: company_667. location: Mountain View, CA, US . San Francisco, CA, US . Hybrid. industry: Technology.",kaggle
KAGGLE_000437,2026-05-02,company_083,data scientist,"Madrid, Community of Madrid, Spain . Hybrid",hybrid,Senior,28.94,28.94,"data scientist role. requiring skills: ['pandas', 'numpy', 'aws', 'r', 'python', 'scikit-learn', 'machine learning', 'gcp', 'deep learning', 'azure', 'matplotlib']. seniority level: Senior. work mode/status: hybrid. company: company_083. location: Madrid, Community of Madrid, Spain . Hybrid. industry: Technology.",kaggle
KAGGLE_000438,2026-05-10,company_870,data scientist,"Chicago, Illinois, United States . New York, New York, United States . Hybrid",hybrid,Senior,143.86,184.96,"data scientist role. requiring skills: []. seniority level: Senior. work mode/status: hybrid. company: company_870. location: Chicago, Illinois, United States . New York, New York, United States . Hybrid. industry: Technology.",kaggle
KAGGLE_000439,2026-05-16,company_235,data scientist,"San Antonio, TX",on-site,Lead,135.45,258.9,"data scientist role. requiring skills: ['r', 'python', 'sql', 'database', 'machine learning']. seniority level: Lead. work mode/status: on-site. company: company_235. location: San Antonio, TX. industry: Finance.",kaggle
KAGGLE_000440,2026-05-16,company_871,data scientist,"San Francisco, CA",on-site,Lead,147.97,172.63,"data scientist role. requiring skills: ['pytorch', 'aws', 'machine learning', 'azure', 'deep learning', 'tensorflow']. seniority level: Lead. work mode/status: on-site. company: company_871. location: San Francisco, CA. industry: Technology.",kaggle
KAGGLE_000441,2026-05-16,company_185,data scientist,"Linthicum Heights, MD . On-site",on-site,Senior,142.87,177.89,"data scientist role. requiring skills: ['pandas', 'numpy', 'python', 'sql', 'database', 'matplotlib', 'tableau']. seniority level: Senior. work mode/status: on-site. company: company_185. location: Linthicum Heights, MD . On-site. industry: Technology.",kaggle
KAGGLE_000442,2026-05-12,company_152,data scientist,"Atlanta, GA",Unknown,Entry,112.62,112.62,"data scientist role. requiring skills: ['sql', 'machine learning', 'r', 'python']. seniority level: Entry. work mode/status: Unknown. company: company_152. location: Atlanta, GA. industry: Finance.",kaggle
KAGGLE_000443,2026-05-08,company_873,data scientist,"Santa Clara, CA . On-site",on-site,Senior,131.53,197.29,"data scientist role. requiring skills: []. seniority level: Senior. work mode/status: on-site. company: company_873. location: Santa Clara, CA . On-site. industry: Technology.",kaggle
KAGGLE_000444,2026-05-02,company_781,data scientist,"Stamford, CT",Unknown,Mid,86.32,86.32,"data scientist role. requiring skills: ['spark', 'r', 'python', 'sql', 'machine learning']. seniority level: Mid. work mode/status: Unknown. company: company_781. location: Stamford, CT. industry: Technology.",kaggle
KAGGLE_000445,2026-05-09,company_422,data scientist,"Englewood, CO . On-site",on-site,Senior,68.36,97.66,"data scientist role. requiring skills: ['amazon', 'r', 'python', 'sql', 'database', 'machine learning', 'tableau']. seniority level: Senior. work mode/status: on-site. company: company_422. location: Englewood, CO . On-site. industry: Technology.",kaggle
KAGGLE_000446,2026-05-08,company_875,data scientist,"Princeton, NJ",Unknown,Mid,135.24,202.2,"data scientist role. requiring skills: ['sql', 'r', 'python']. seniority level: Mid. work mode/status: Unknown. company: company_875. location: Princeton, NJ. industry: Healthcare.",kaggle
KAGGLE_000447,2026-05-21,company_878,data scientist,"San Francisco, CA . San Jose, CA . Seattle, WA",on-site,Mid,89.6,158.16,"data scientist role. requiring skills: ['spark', 'python', 'sql', 'hadoop', 'machine learning']. seniority level: Mid. work mode/status: on-site. company: company_878. location: San Francisco, CA . San Jose, CA . Seattle, WA. industry: Technology.",kaggle
KAGGLE_000448,2026-04-30,company_879,data scientist,"Madrid, Community of Madrid, Spain",Unknown,Senior,37.4,37.4,"data scientist role. requiring skills: ['pandas', 'numpy', 'pytorch', 'aws', 'scikit-learn', 'python', 'docker', 'sql', 'machine learning', 'kubernetes', 'azure', 'tensorflow']. seniority level: Senior. work mode/status: Unknown. company: company_879. location: Madrid, Community of Madrid, Spain. industry: Finance.",kaggle
KAGGLE_000449,2026-04-23,company_880,data scientist,United States,on-site,Senior,85.33,127.99,"data scientist role. requiring skills: ['aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'gcp', 'azure']. seniority level: Senior. work mode/status: on-site. company: company_880. location: United States. industry: Retail.",kaggle
KAGGLE_000450,2026-05-15,company_403,data scientist,"Boston, MA . Hybrid",hybrid,Unknown,99.46,108.51,"data scientist role. requiring skills: []. seniority level: Unknown. work mode/status: hybrid. company: company_403. location: Boston, MA . Hybrid. industry: Retail.",kaggle
KAGGLE_000451,2026-04-23,company_603,data scientist,"Queenstown, Central Singapore Community Development Council, Singapore",Unknown,Senior,49.32,49.32,"data scientist role. requiring skills: ['neural network', 'machine learning', 'r', 'python']. seniority level: Senior. work mode/status: Unknown. company: company_603. location: Queenstown, Central Singapore Community Development Council, Singapore. industry: Education.",kaggle
KAGGLE_000452,2026-05-05,company_883,machine learning engineer,"Newport Beach, CA . Ньюпорт-Бич, Калифорния, Соединенные Штаты Америки",on-site,Senior,102.75,115.08,"machine learning engineer role. requiring skills: ['pytorch', 'machine learning', 'database', 'deep learning', 'tensorflow']. seniority level: Senior. work mode/status: on-site. company: company_883. location: Newport Beach, CA . Ньюпорт-Бич, Калифорния, Соединенные Штаты Америки. industry: Technology.",kaggle
KAGGLE_000453,2026-05-21,company_236,data scientist,Canada . Fully Remote,remote,Lead,180.84,221.94,"data scientist role. requiring skills: ['sql', 'machine learning']. seniority level: Lead. work mode/status: remote. company: company_236. location: Canada . Fully Remote. industry: Technology.",kaggle
KAGGLE_000454,2026-02-23,company_032,data scientist,"San Diego, CA . Hybrid",hybrid,Senior,134.73,202.13,"data scientist role. requiring skills: ['pandas', 'numpy', 'scikit-learn', 'python', 'sql', 'machine learning', 'deep learning']. seniority level: Senior. work mode/status: hybrid. company: company_032. location: San Diego, CA . Hybrid. industry: Technology.",kaggle
KAGGLE_000455,2026-05-16,company_061,data scientist,"Manchester, England, United Kingdom . Hybrid",hybrid,Mid,32.88,49.32,"data scientist role. requiring skills: ['airflow', 'spark', 'machine learning', 'python']. seniority level: Mid. work mode/status: hybrid. company: company_061. location: Manchester, England, United Kingdom . Hybrid. industry: Technology.",kaggle
KAGGLE_000456,2026-05-19,company_366,data scientist,"Columbia, MD",Unknown,Senior,65.76,65.76,"data scientist role. requiring skills: ['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']. seniority level: Senior. work mode/status: Unknown. company: company_366. location: Columbia, MD. industry: Technology.",kaggle
KAGGLE_000457,2026-05-19,company_291,data scientist,"Bengaluru East, Karnataka, India",Unknown,Senior,8.63,8.63,"data scientist role. requiring skills: ['aws', 'r', 'python', 'sql', 'neural network', 'gcp', 'azure']. seniority level: Senior. work mode/status: Unknown. company: company_291. location: Bengaluru East, Karnataka, India. industry: Technology.",kaggle
KAGGLE_000458,2026-05-18,company_309,data scientist,"New York, United States . Hybrid",hybrid,Senior,123.31,135.64,"data scientist role. requiring skills: ['pandas', 'pytorch', 'aws', 'r', 'python', 'sql', 'machine learning', 'deep learning']. seniority level: Senior. work mode/status: hybrid. company: company_309. location: New York, United States . Hybrid. industry: Technology.",kaggle
KAGGLE_000459,2026-05-09,company_885,data scientist,"Bethesda, MD . Hybrid",hybrid,Senior,117.22,183.19,"data scientist role. requiring skills: ['sql', 'r', 'python']. seniority level: Senior. work mode/status: hybrid. company: company_885. location: Bethesda, MD . Hybrid. industry: Technology.",kaggle
KAGGLE_000460,2026-02-23,company_889,machine learning engineer,"Brooklyn, NY",Unknown,Senior,168.51,194.82,"machine learning engineer role. requiring skills: ['spark', 'python', 'scala', 'java', 'airflow', 'gcp', 'machine learning', 'tensorflow']. seniority level: Senior. work mode/status: Unknown. company: company_889. location: Brooklyn, NY. industry: Energy.",kaggle
KAGGLE_000461,2026-05-17,company_312,machine learning engineer,"San Francisco, CA . Seattle, WA . New York, NY . On-site",on-site,Unknown,180.84,267.15,"machine learning engineer role. requiring skills: []. seniority level: Unknown. work mode/status: on-site. company: company_312. location: San Francisco, CA . Seattle, WA . New York, NY . On-site. industry: Technology.",kaggle
KAGGLE_000462,2026-05-09,company_744,data scientist,"Hillsboro, OR . Portland, OR . Lake Oswego, OR",on-site,Senior,73.12,135.79,"data scientist role. requiring skills: ['aws', 'r', 'python', 'sql', 'machine learning', 'azure']. seniority level: Senior. work mode/status: on-site. company: company_744. location: Hillsboro, OR . Portland, OR . Lake Oswego, OR. industry: Finance.",kaggle
KAGGLE_000463,2026-05-16,company_894,data scientist,"Fort Worth, TX",Unknown,Senior,90.43,90.43,"data scientist role. requiring skills: ['machine learning']. seniority level: Senior. work mode/status: Unknown. company: company_894. location: Fort Worth, TX. industry: Technology.",kaggle
KAGGLE_000464,2026-02-23,company_895,data scientist,"Annapolis Junction, MD",Unknown,Senior,99.3,178.71,"data scientist role. requiring skills: ['sql', 'machine learning', 'r', 'python']. seniority level: Senior. work mode/status: Unknown. company: company_895. location: Annapolis Junction, MD. industry: Technology.",kaggle
KAGGLE_000465,2026-05-09,company_896,data scientist,"Dallas, TX",Unknown,Senior,68.23,68.23,"data scientist role. requiring skills: ['sql', 'machine learning', 'python']. seniority level: Senior. work mode/status: Unknown. company: company_896. location: Dallas, TX. industry: Finance.",kaggle
KAGGLE_000466,2026-05-16,company_371,machine learning engineer,"South San Francisco, CA",Unknown,Senior,139.74,191.53,"machine learning engineer role. requiring skills: ['pytorch', 'deep learning', 'machine learning', 'python']. seniority level: Senior. work mode/status: Unknown. company: company_371. location: South San Francisco, CA. industry: Healthcare.",kaggle
KAGGLE_000467,2026-05-16,company_115,data scientist,"Bengaluru, Karnataka, India . Hybrid",hybrid,Senior,21.78,21.78,"data scientist role. requiring skills: ['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']. seniority level: Senior. work mode/status: hybrid. company: company_115. location: Bengaluru, Karnataka, India . Hybrid. industry: Finance.",kaggle
KAGGLE_000468,2026-05-09,company_251,data scientist,"Alpharetta, GA",on-site,Senior,52.53,140.72,"data scientist role. requiring skills: ['aws', 'powerbi', 'r', 'python', 'sql', 'machine learning', 'tableau']. seniority level: Senior. work mode/status: on-site. company: company_251. location: Alpharetta, GA. industry: Technology.",kaggle
KAGGLE_000469,2026-04-23,company_096,data scientist,"New York, New York, United States . On-site",on-site,Unknown,124.95,156.19,"data scientist role. requiring skills: []. seniority level: Unknown. work mode/status: on-site. company: company_096. location: New York, New York, United States . On-site. industry: Finance.",kaggle
KAGGLE_000470,2026-05-11,company_146,data scientist,"Toronto, ON . Hybrid",hybrid,Senior,161.11,221.53,"data scientist role. requiring skills: []. seniority level: Senior. work mode/status: hybrid. company: company_146. location: Toronto, ON . Hybrid. industry: Finance.",kaggle
KAGGLE_000471,2026-05-16,company_081,data scientist,"Toronto, Canada . Hybrid",hybrid,Unknown,88.78,88.78,"data scientist role. requiring skills: []. seniority level: Unknown. work mode/status: hybrid. company: company_081. location: Toronto, Canada . Hybrid. industry: Technology.",kaggle
KAGGLE_000472,2025-12-23,company_293,data scientist,"Bengaluru, Karnataka, India",Unknown,Senior,32.49,32.49,"data scientist role. requiring skills: ['deep learning', 'machine learning', 'python']. seniority level: Senior. work mode/status: Unknown. company: company_293. location: Bengaluru, Karnataka, India. industry: Technology.",kaggle
KAGGLE_000473,2026-05-16,company_007,data scientist,"Vancouver, British Columbia, Canada . Marina del Rey, CA . Los Angeles Metropolitan Area . Kirkland, WA . Redwood City, CA",on-site,Senior,109.66,158.81,"data scientist role. requiring skills: ['git', 'python', 'docker', 'sql', 'machine learning', 'kubernetes', 'deep learning']. seniority level: Senior. work mode/status: on-site. company: company_007. location: Vancouver, British Columbia, Canada . Marina del Rey, CA . Los Angeles Metropolitan Area . Kirkland, WA . Redwood City, CA. industry: Technology.",kaggle
KAGGLE_000474,2026-03-23,company_135,machine learning engineer,"Taipei, Taiwan . On-site",on-site,Senior,32.71,32.71,"machine learning engineer role. requiring skills: []. seniority level: Senior. work mode/status: on-site. company: company_135. location: Taipei, Taiwan . On-site. industry: Technology.",kaggle
KAGGLE_000475,2026-02-23,company_905,data scientist,United States . Hybrid,hybrid,Lead,95.11,158.52,"data scientist role. requiring skills: ['python', 'neural network', 'sql', 'database', 'machine learning', 'tableau']. seniority level: Lead. work mode/status: hybrid. company: company_905. location: United States . Hybrid. industry: Finance.",kaggle
KAGGLE_000476,2026-04-23,company_392,data scientist,United States,on-site,Senior,141.31,237.41,"data scientist role. requiring skills: ['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']. seniority level: Senior. work mode/status: on-site. company: company_392. location: United States. industry: Finance.",kaggle
KAGGLE_000477,2026-05-16,company_047,data scientist,"Gurugram, Haryana, India",Unknown,Senior,9.04,9.04,"data scientist role. requiring skills: ['aws', 'machine learning']. seniority level: Senior. work mode/status: Unknown. company: company_047. location: Gurugram, Haryana, India. industry: Technology.",kaggle
KAGGLE_000478,2026-04-23,company_909,data scientist,"New York, NY",on-site,Lead,116.75,207.31,"data scientist role. requiring skills: ['spark', 'r', 'python', 'java', 'sql', 'machine learning']. seniority level: Lead. work mode/status: on-site. company: company_909. location: New York, NY. industry: Finance.",kaggle
KAGGLE_000479,2026-05-20,company_022,data scientist,"Atlanta, GA",remote,Lead,87.14,87.14,"data scientist role. requiring skills: ['pytorch', 'spark', 'aws', 'python', 'machine learning', 'gcp', 'deep learning', 'keras', 'azure', 'tensorflow']. seniority level: Lead. work mode/status: remote. company: company_022. location: Atlanta, GA. industry: Technology.",kaggle
KAGGLE_000480,2026-05-16,company_912,data scientist,"Bengaluru East, Karnataka, India",Unknown,Senior,31.52,31.52,"data scientist role. requiring skills: ['pandas', 'numpy', 'pytorch', 'spark', 'git', 'python', 'docker', 'database', 'deep learning', 'sql', 'machine learning', 'gcp', 'kubernetes', 'keras', 'azure', 'matplotlib', 'tensorflow']. seniority level: Senior. work mode/status: Unknown. company: company_912. location: Bengaluru East, Karnataka, India. industry: Technology.",kaggle
KAGGLE_000481,2026-04-23,company_367,data scientist,On-site,on-site,Senior,173.45,194.82,data scientist role. requiring skills: []. seniority level: Senior. work mode/status: on-site. company: company_367. location: On-site. industry: Technology.,kaggle
KAGGLE_000482,2026-05-05,company_395,data scientist,"McLean, VA",on-site,Mid,130.37,148.79,"data scientist role. requiring skills: ['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']. seniority level: Mid. work mode/status: on-site. company: company_395. location: McLean, VA. industry: Retail.",kaggle
KAGGLE_000483,2026-05-09,company_914,data scientist,Los Angeles Metropolitan Area . On-site,on-site,Mid,90.42,102.75,"data scientist role. requiring skills: ['machine learning', 'python']. seniority level: Mid. work mode/status: on-site. company: company_914. location: Los Angeles Metropolitan Area . On-site. industry: Technology.",kaggle
KAGGLE_000484,2026-05-09,company_695,data scientist,"Maryland, United States",remote,Senior,77.27,150.3,"data scientist role. requiring skills: ['pytorch', 'aws', 'r', 'python', 'machine learning', 'gcp', 'azure', 'tensorflow']. seniority level: Senior. work mode/status: remote. company: company_695. location: Maryland, United States. industry: Technology.",kaggle
KAGGLE_000485,2026-04-23,company_916,data scientist,United States,on-site,Lead,124.29,155.36,"data scientist role. requiring skills: ['sql', 'machine learning', 'r', 'python']. seniority level: Lead. work mode/status: on-site. company: company_916. location: United States. industry: Technology.",kaggle
KAGGLE_000486,2026-05-13,company_917,data scientist,"Bengaluru, Karnataka, India",Unknown,Senior,38.24,38.24,"data scientist role. requiring skills: ['pandas', 'r', 'python', 'sql', 'database']. seniority level: Senior. work mode/status: Unknown. company: company_917. location: Bengaluru, Karnataka, India. industry: Technology.",kaggle
KAGGLE_000487,2026-05-08,company_171,data scientist,"Hyderabad, Telangana, India",Unknown,Senior,24.55,47.43,"data scientist role. requiring skills: ['database', 'machine learning', 'java']. seniority level: Senior. work mode/status: Unknown. company: company_171. location: Hyderabad, Telangana, India. industry: Technology.",kaggle
KAGGLE_000488,2026-02-23,company_310,data scientist,"Doral, FL",on-site,Senior,94.21,207.23,"data scientist role. requiring skills: ['r', 'python', 'linux', 'java', 'sql', 'machine learning', 'database', 'deep learning']. seniority level: Senior. work mode/status: on-site. company: company_310. location: Doral, FL. industry: Technology.",kaggle
KAGGLE_000489,2026-05-18,company_080,data scientist,"Vancouver, British Columbia, Canada . Hybrid",hybrid,Mid,98.81,148.13,"data scientist role. requiring skills: ['pytorch', 'aws', 'scikit-learn', 'python', 'machine learning']. seniority level: Mid. work mode/status: hybrid. company: company_080. location: Vancouver, British Columbia, Canada . Hybrid. industry: Finance.",kaggle
KAGGLE_000490,2026-05-09,company_746,data scientist,United States,remote,Senior,103.48,127.41,"data scientist role. requiring skills: ['sql', 'machine learning', 'python']. seniority level: Senior. work mode/status: remote. company: company_746. location: United States. industry: Technology.",kaggle
KAGGLE_000491,2026-05-13,company_922,data scientist,"Columbus, OH . Hybrid",hybrid,Senior,90.03,135.04,"data scientist role. requiring skills: ['machine learning']. seniority level: Senior. work mode/status: hybrid. company: company_922. location: Columbus, OH . Hybrid. industry: Finance.",kaggle
KAGGLE_000492,2026-04-23,company_416,data scientist,Washington DC-Baltimore Area . Fully Remote,remote,Senior,147.97,164.41,"data scientist role. requiring skills: ['aws', 'python', 'machine learning', 'gcp', 'kubernetes', 'azure']. seniority level: Senior. work mode/status: remote. company: company_416. location: Washington DC-Baltimore Area . Fully Remote. industry: Technology.",kaggle
KAGGLE_000493,2026-05-01,company_415,data scientist,"United States, Denver . On-site",on-site,Senior,155.36,155.36,"data scientist role. requiring skills: []. seniority level: Senior. work mode/status: on-site. company: company_415. location: United States, Denver . On-site. industry: Technology.",kaggle
KAGGLE_000494,2026-05-15,company_893,data scientist,"Lexington, MA",on-site,Senior,105.8,143.86,"data scientist role. requiring skills: ['aws', 'git', 'r', 'python', 'docker']. seniority level: Senior. work mode/status: on-site. company: company_893. location: Lexington, MA. industry: Technology.",kaggle
KAGGLE_000495,2026-04-23,company_096,data scientist,"New York, New York, United States . On-site",on-site,Unknown,124.94,156.18,"data scientist role. requiring skills: []. seniority level: Unknown. work mode/status: on-site. company: company_096. location: New York, New York, United States . On-site. industry: Finance.",kaggle
KAGGLE_000496,2026-05-09,company_421,data scientist,"Charlotte, AR . Fully Remote",remote,Mid,22.69,22.69,"data scientist role. requiring skills: ['sql', 'machine learning', 'python']. seniority level: Mid. work mode/status: remote. company: company_421. location: Charlotte, AR . Fully Remote. industry: Technology.",kaggle
KAGGLE_000497,2026-05-16,company_081,data scientist,"Toronto, Canada . Hybrid",hybrid,Unknown,88.78,110.97,"data scientist role. requiring skills: []. seniority level: Unknown. work mode/status: hybrid. company: company_081. location: Toronto, Canada . Hybrid. industry: Technology.",kaggle
KAGGLE_000498,2026-02-23,company_924,data scientist,"Gainesville, FL",Unknown,Senior,50.14,52.61,"data scientist role. requiring skills: ['pandas', 'numpy', 'pytorch', 'r', 'python', 'scikit-learn', 'scipy', 'machine learning', 'keras', 'deep learning', 'tensorflow']. seniority level: Senior. work mode/status: Unknown. company: company_924. location: Gainesville, FL. industry: Education.",kaggle
KAGGLE_000499,2026-04-23,company_925,data scientist,San Francisco Bay Area . Hybrid,hybrid,Senior,147.96,193.17,"data scientist role. requiring skills: ['pandas', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'opencv', 'sql', 'machine learning', 'gcp', 'deep learning']. seniority level: Senior. work mode/status: hybrid. company: company_925. location: San Francisco Bay Area . Hybrid. industry: Technology.",kaggle
KAGGLE_000500,2026-05-11,company_928,data scientist,"Barcelona, Catalonia, Spain",Unknown,Senior,47.79,47.79,"data scientist role. requiring skills: ['deep learning', 'aws', 'machine learning', 'python']. seniority level: Senior. work mode/status: Unknown. company: company_928. location: Barcelona, Catalonia, Spain. industry: Technology.",kaggle
KAGGLE_000501,2026-05-02,company_930,data scientist,"San Diego, CA",on-site,Senior,150.97,194.11,"data scientist role. requiring skills: ['pytorch', 'python', 'java', 'sql', 'machine learning', 'deep learning', 'tensorflow']. seniority level: Senior. work mode/status: on-site. company: company_930. location: San Diego, CA. industry: Healthcare.",kaggle
KAGGLE_000502,2026-04-28,company_932,data scientist,"Palo Alto, CA . Vancouver, WA . Spring, TX",on-site,Senior,126.59,194.94,"data scientist role. requiring skills: ['sql', 'powerbi', 'machine learning', 'python']. seniority level: Senior. work mode/status: on-site. company: company_932. location: Palo Alto, CA . Vancouver, WA . Spring, TX. industry: Technology.",kaggle
KAGGLE_000503,2025-11-23,company_937,data scientist,"Atlanta, GA",Unknown,Senior,100.29,100.29,"data scientist role. requiring skills: ['sql', 'tableau', 'python']. seniority level: Senior. work mode/status: Unknown. company: company_937. location: Atlanta, GA. industry: Retail.",kaggle
KAGGLE_000504,2026-02-23,company_008,data scientist,"San Jose, CA . Hybrid",hybrid,Senior,125.36,215.65,"data scientist role. requiring skills: ['sql', 'machine learning', 'python']. seniority level: Senior. work mode/status: hybrid. company: company_008. location: San Jose, CA . Hybrid. industry: Technology.",kaggle
KAGGLE_000505,2026-05-22,company_690,machine learning engineer,"Maplewood, MN",remote,Senior,112.98,138.08,"machine learning engineer role. requiring skills: ['machine learning', 'python']. seniority level: Senior. work mode/status: remote. company: company_690. location: Maplewood, MN. industry: Healthcare.",kaggle
KAGGLE_000506,2026-05-19,company_169,data scientist,Fully Remote,remote,Senior,166.38,187.18,data scientist role. requiring skills: []. seniority level: Senior. work mode/status: remote. company: company_169. location: Fully Remote. industry: Technology.,kaggle
KAGGLE_000507,2026-05-09,company_941,machine learning engineer,"Bengaluru, Karnataka, India",Unknown,Entry,9.47,23.57,"machine learning engineer role. requiring skills: ['machine learning']. seniority level: Entry. work mode/status: Unknown. company: company_941. location: Bengaluru, Karnataka, India. industry: Technology.",kaggle
KAGGLE_000508,2026-05-01,company_611,data scientist,"Denver, CO - Remote . Fully Remote",remote,Senior,123.31,180.85,"data scientist role. requiring skills: []. seniority level: Senior. work mode/status: remote. company: company_611. location: Denver, CO - Remote . Fully Remote. industry: Technology.",kaggle
KAGGLE_000509,2026-04-23,company_214,data scientist,"Washington, DC . Hybrid",hybrid,Senior,95.19,95.19,"data scientist role. requiring skills: ['r', 'python', 'sql', 'machine learning', 'matplotlib', 'tableau']. seniority level: Senior. work mode/status: hybrid. company: company_214. location: Washington, DC . Hybrid. industry: Technology.",kaggle
KAGGLE_000510,2026-05-18,company_946,Unknown Role,"New York, NY . Hybrid",hybrid,Lead,180.84,267.15,"Unknown Role role. requiring skills: ['aws', 'gcp', 'azure']. seniority level: Lead. work mode/status: hybrid. company: company_946. location: New York, NY . Hybrid. industry: Technology.",kaggle
KAGGLE_000511,2026-04-23,company_728,data scientist,"San Francisco, CA . Hybrid",hybrid,Lead,232.63,232.63,"data scientist role. requiring skills: []. seniority level: Lead. work mode/status: hybrid. company: company_728. location: San Francisco, CA . Hybrid. industry: Technology.",kaggle
KAGGLE_000512,2026-03-23,company_223,data scientist,"London, England, United Kingdom",Unknown,Senior,68.73,68.73,"data scientist role. requiring skills: ['powerbi', 'python', 'sql', 'machine learning', 'tableau']. seniority level: Senior. work mode/status: Unknown. company: company_223. location: London, England, United Kingdom. industry: Technology.",kaggle
KAGGLE_000513,2026-04-23,company_947,data scientist,Hybrid,hybrid,Lead,98.64,180.84,data scientist role. requiring skills: []. seniority level: Lead. work mode/status: hybrid. company: company_947. location: Hybrid. industry: Technology.,kaggle
KAGGLE_000514,2026-05-07,company_156,machine learning engineer,"Mountain View, California (HQ) . On-site",on-site,Senior,166.33,249.11,"machine learning engineer role. requiring skills: []. seniority level: Senior. work mode/status: on-site. company: company_156. location: Mountain View, California (HQ) . On-site. industry: Technology.",kaggle
KAGGLE_000515,2025-11-23,company_273,data scientist,"London, England, United Kingdom",on-site,Senior,93.49,130.5,"data scientist role. requiring skills: ['sql', 'r', 'python']. seniority level: Senior. work mode/status: on-site. company: company_273. location: London, England, United Kingdom. industry: Technology.",kaggle
KAGGLE_000516,2026-05-02,company_949,machine learning engineer,United States . Fully Remote,remote,Senior,139.74,180.85,"machine learning engineer role. requiring skills: ['pytorch', 'aws', 'r', 'python', 'machine learning', 'gcp', 'deep learning']. seniority level: Senior. work mode/status: remote. company: company_949. location: United States . Fully Remote. industry: Technology.",kaggle
KAGGLE_000517,2026-05-09,company_950,data scientist,United States . Fully Remote,remote,Senior,98.64,156.18,"data scientist role. requiring skills: ['sql', 'tableau', 'python']. seniority level: Senior. work mode/status: remote. company: company_950. location: United States . Fully Remote. industry: Technology.",kaggle
KAGGLE_000518,2026-05-16,company_951,data scientist,"New York, NY",remote,Lead,122.43,201.13,"data scientist role. requiring skills: ['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']. seniority level: Lead. work mode/status: remote. company: company_951. location: New York, NY. industry: Finance.",kaggle
KAGGLE_000519,2026-04-23,company_052,data scientist,"Amsterdam, North Holland, Netherlands",Unknown,Senior,65.26,65.26,"data scientist role. requiring skills: ['tableau', 'sql', 'r', 'python']. seniority level: Senior. work mode/status: Unknown. company: company_052. location: Amsterdam, North Holland, Netherlands. industry: Technology.",kaggle
KAGGLE_000520,2026-05-17,company_952,data scientist,Hybrid,hybrid,Unknown,98.64,123.3,data scientist role. requiring skills: []. seniority level: Unknown. work mode/status: hybrid. company: company_952. location: Hybrid. industry: Education.,kaggle
KAGGLE_000521,2026-05-11,company_146,data scientist,"New York City, NY . San Francisco, CA . Hybrid",hybrid,Senior,157.83,217.01,"data scientist role. requiring skills: []. seniority level: Senior. work mode/status: hybrid. company: company_146. location: New York City, NY . San Francisco, CA . Hybrid. industry: Finance.",kaggle
KAGGLE_000522,2026-05-08,company_105,data scientist,"Gurgaon, Haryana, India",on-site,Mid,21.8,21.8,"data scientist role. requiring skills: ['aws', 'python', 'docker', 'machine learning', 'gcp', 'kubernetes', 'azure']. seniority level: Mid. work mode/status: on-site. company: company_105. location: Gurgaon, Haryana, India. industry: Technology.",kaggle
KAGGLE_000523,2026-05-09,company_954,data scientist,"Palo Alto, CA",Unknown,Senior,123.3,205.5,"data scientist role. requiring skills: []. seniority level: Senior. work mode/status: Unknown. company: company_954. location: Palo Alto, CA. industry: Technology.",kaggle
KAGGLE_000524,2026-05-17,company_675,data scientist,"Remote, United States . Fully Remote",remote,Unknown,106.87,164.41,"data scientist role. requiring skills: []. seniority level: Unknown. work mode/status: remote. company: company_675. location: Remote, United States . Fully Remote. industry: Technology.",kaggle
KAGGLE_000525,2026-05-16,company_270,data scientist,"Dallas, TX",Unknown,Senior,68.59,182.88,"data scientist role. requiring skills: ['git', 'python', 'docker', 'sql', 'machine learning', 'kubernetes', 'azure']. seniority level: Senior. work mode/status: Unknown. company: company_270. location: Dallas, TX. industry: Healthcare.",kaggle
KAGGLE_000526,2026-05-22,company_115,data scientist,"Bengaluru, Karnataka, India . Hybrid",hybrid,Senior,21.78,21.78,"data scientist role. requiring skills: ['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']. seniority level: Senior. work mode/status: hybrid. company: company_115. location: Bengaluru, Karnataka, India . Hybrid. industry: Finance.",kaggle
KAGGLE_000527,2026-05-18,company_244,data scientist,"Bengaluru, Karnataka, India",Unknown,Lead,38.46,38.46,"data scientist role. requiring skills: ['sql', 'machine learning', 'tableau', 'python']. seniority level: Lead. work mode/status: Unknown. company: company_244. location: Bengaluru, Karnataka, India. industry: Finance.",kaggle
