job_id,posted_date,company,job_title,location,employment_type,experience_level,salary_min_lpa,salary_max_lpa,job_description,source,experience_source,salary_source,salary_is_predicted,api_salary_min_raw,api_salary_max_raw,category,source_query,source_location,redirect_url
INDIA2025_230925929807,2026-05-13,Purview Services,Big Data Engineer,Velhe,full_time,Mid,15.0,25.0,"Big Data Engineer role. Required skills: SCALA,Hadoop,Big Data Engineer,Spark,AWS,Big Data,Data. Experience level: Mid. Employment type: full_time. Company: Purview Services. Location: Velhe. Job description: Required Skills: . Strong experience with AWS Data Services (Glue,Redshift,S3,Lambda,Kinesis,Athena) Experience with ETL / ELT pipeline design and data warehousing concepts Experience with Kafka or Kinesis for real-time data streaming Hands-on experience with data security and governance",indian_job_market_2025,,,,,,,,,
INDIA2025_300925915658,2026-05-20,Prodapt Solutions,GCP Data engineer,Chennai,full_time,Entry,14.0,24.0,"GCP Data engineer role. Required skills: gcp,bigquery,python,airflow,dataproc,hive,scala,pyspark. Experience level: Entry. Employment type: full_time. Company: Prodapt Solutions. Location: Chennai. Job description: Experience with data modeling,design,and architecture",indian_job_market_2025,,,,,,,,,
INDIA2025_300925026566,2026-05-20,AnnexMed,Urgently Hiring For Non voice process- Freshers @Villupuram Location,Viluppuram,full_time,Entry,3.0,4.0,"Urgently Hiring For Non voice process- Freshers @Villupuram Location role. Required skills: Typing Skills,nonvoice,Data Extraction,Data Services,Data Processing,night shift,fresher,Typing. Experience level: Entry. Employment type: full_time. Company: AnnexMed. Location: Viluppuram. Job description: Huge Openings for Data Analyst - Non-Voice Process (Freshers)- Villupuram . Desired Skill: . * Typing Skill (Upper / Lower). * Qualification: Diploma or Any Degree . * Passed Out Year 2021 To . * Good Communication Skill * Location: Candidates Must Reside Within 15Kms Radius Of The Office Location",indian_job_market_2025,,,,,,,,,
INDIA2025_240925020306,2026-05-14,SLK Digital,RAP architect  with  Power automation,Bengaluru,full_time,Senior,15.0,22.5,"RAP architect with Power automation role. Required skills: Automation Anywhere,Power Automate,Rpa Automation,Architecture,Automation,Rap,Rpa. Experience level: Senior. Employment type: full_time. Company: SLK Digital. Location: Bengaluru. Job description: Role & responsibilities Preferred ca Bachelors degree in computer science, Information Technology, or a related field. 12+ years of experience in RPA development and architecture. Strong knowledge of RPA tools (e.g., UiPath, Blue Prism, Automation Anywhere) and low code platforms (e.g., Microsoft Power Platform, OutSystems, Mendix). Good understanding of MS Azure Cloud Extensive hands-on experience with leading RPA tools such as UiPath, Automation Anywhere, Blue Prism, etc. Proven track record of developing and deploying RPA solutions in a production environment. Experience with low code/no code platforms like Microsoft Power Apps, OutSystems, Mendix, Appian, etc. Ability to design and implement applications using these platforms. Strong programming skills in Python, Java, C#, or similar languages. Experience with scripting languages (e.g., JavaScript, VBScript) for automation. Experience integrating RPA and low code solutions wit",indian_job_market_2025,,,,,,,,,
INDIA2025_230925011089,2026-05-13,Pace Hr Consulting,.net fullstack developer (React as frontend),Noida,full_time,Mid,15.0,25.0,".net fullstack developer (React as frontend) role. Required skills: .Net,react,C#. Experience level: Mid. Employment type: full_time. Company: Pace Hr Consulting. Location: Noida. Job description: Required Skills & Qualifications Strong hands-on experience in .NET Core / ASP.NET MVC / C# Proficiency in React.js,Redux,JavaScript,TypeScript,HTML5,CSSExperience in SQL Server / Entity Framework / LINQ Good problem-solving skills and ability to work in a collaborative environment. Good to Have Experience with Azure / AWS / Cloud deployments",indian_job_market_2025,,,,,,,,,
INDIA2025_21025006708,2026-05-22,Uplers,Frontend Developer (ElectronJS),Bengaluru,full_time,Mid,30.0,45.0,"Frontend Developer (ElectronJS) role. Required skills: React.Js,Electronjs,Ai Platform,Mern,Performance Optimization,Frontend Development,Javascript,Artificial Intelligence. Experience level: Mid. Employment type: full_time. Company: Uplers. Location: Bengaluru. Job description: Shift : 10:00AM to 7:00PM IST It serves top law firms in India - including S&R Associates,Cyril Amarchand Mangaldas,Luthra and Trilegal. . About the Role: We are hiring a Frontend Developer with hands-on Electron experience who can help us build an advanced desktop application designed for secure,intelligent,and autonomous workflows Preferred Notice Period : Within 30 Days",indian_job_market_2025,,,,,,,,,
INDIA2025_230925036712,2026-05-22,HCLTech,Azure Data Engineer-Technical Lead,Hybrid - Madurai,full_time,Mid,10.0,15.0,"Azure Data Engineer-Technical Lead role. Required skills: Azure Data Factory,Data Lake,ETL,Factory,Microsoft Azure,Data. Experience level: Mid. Employment type: full_time. Company: HCLTech. Location: Hybrid - Madurai. Job description: Proficiency in azure data factory (adf) and azure databricks for building and managing data pipelines Strong experience with sql and oracle pl / sql for data querying and manipulation Experience in data visualization tools and techniques is a plus",indian_job_market_2025,,,,,,,,,
INDIA2025_120325020987,2026-05-14,Continuity 1,Full Stack (.NET Web) Developer,Remote,full_time,Mid,7.0,15.0,"Full Stack (.NET Web) Developer role. Required skills: C#,.NET,MongoDB,CSS,Azure,Restful API,HTML,Aws. Experience level: Mid. Employment type: full_time. Company: Continuity 1. Location: Remote. Job description: Role & responsibilities We are looking for an experienced Full Stack Developer to join our talented development team. You will be responsible for building scalable software solutions by leveraging your expertise in front-end and back-end technologies in a real-time platform for patient behavior to vitals tracking. Must Have Requirements - 4 - 8 years of hands-on experience as a Full Stack Developer or a similar role - Good knowledge of front-end technologies like HTML, CSS, JavaScript, jQuery, Angular/React/NodeJS - Object-Oriented design Coding experience in C# application development using Entity framework and LINQ - Excellent knowledge of back-end .NET development with .NET Core, C#, Design patterns, dependency injection, Containerization of .NET core apps using Kubernetes and Docker - Solid understanding of OLTP database architecture and technologies, such as PostgreSQL and SQL Server - Understanding of document databases like MongoDB/Cosmos DB and Amazon S3/Azure blob ",indian_job_market_2025,,,,,,,,,
INDIA2025_290925027630,2026-05-20,The Career Next,Artificial Intelligence Engineer,"Hybrid - Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas)",full_time,Entry,10.0,20.0,"Artificial Intelligence Engineer role. Required skills: Natural Language Processing,Tensorflow,Cnn,Lstm,GSP,Artificial Intelligence,Machine Learning,Deep Learning. Experience level: Entry. Employment type: full_time. Company: The Career Next. Location: Hybrid - Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas). Job description: Hiring for AI Engineer for one of US based client.",indian_job_market_2025,,,,,,,,,
INDIA2025_230925015369,2026-05-13,TAK Technologies,Social Media Manager,Noida,full_time,Mid,6.0,8.0,"Social Media Manager role. Required skills: Canva,Social Media Marketing,Graphic Designing,Digital Design,Ui/Ux,System Design,Video Content,Social Media Strategies. Experience level: Mid. Employment type: full_time. Company: TAK Technologies. Location: Noida. Job description: Bachelors or Master s degree in Digital Marketing,Branding,Communications,or a related discipline. . 6-8 years of experience in digital marketing,social media management,and content strategy. Minimum 5 years of experience managing social media platforms,community engagement,and analytics. Experience with digital design,animation,and video editing for marketing campaigns.",indian_job_market_2025,,,,,,,,,
INDIA2025_250925008871,2026-05-15,Policybazaar,Underwriting Specialist,Gurugram,full_time,Associate,9.5,11.0,"Underwriting Specialist role. Required skills: Corporate Services,Insurance Broking,Account Management,Eb,Corporate,Insurance,Broking,Underwriting. Experience level: Associate. Employment type: full_time. Company: Policybazaar. Location: Gurugram. Job description: Timely meeting with insurers / clients stakeholders and making good relationship with them Minimum Graduate or MBA in insurance will be plus Person should be good in MS excel and MS office Person should be good in analytics Good hold on PSU insurers and deep understanding of their working i.e Very good hold on PSU,DO,RO,offices . .",indian_job_market_2025,,,,,,,,,
INDIA2025_260925919675,2026-05-16,Talent21,ETL Testing,Gurugram,full_time,Associate,7.0,10.0,"ETL Testing role. Required skills: PLSQL,ETL Testing,Python,Informatica Testing,ETL,Informatica,Software testing. Experience level: Associate. Employment type: full_time. Company: Talent21. Location: Gurugram. Job description: Experience Range Min 3-5 Years . Only Immediate -15 Days Joiner . Required Skills: Testing,PL / SQL & Python Detailed JD: . testing retirement is for Pl / SQL experience with Python knowledge They are even ok for 1-2 years experience associate also with real project experience doing testing",indian_job_market_2025,,,,,,,,,
INDIA2025_250925917832,2026-05-15,ZS,Data Science Manager,Bengaluru,full_time,Senior,25.0,40.0,"Data Science Manager role. Required skills: python,microsoft azure,agile,aws,big data,advanced analytics,algorithms,natural language processing. Experience level: Senior. Employment type: full_time. Company: ZS. Location: Bengaluru. Job description: Strong attention to detail,with a research-focused mindset Excellent critical thinking and problem solving skills Relevant domain knowledge preferred 8+ years of relevant post-collegiate work experience in lieu of a PhD,10+ years of work experience may substitute Experience with big data,claims analytics,advanced analytics concepts and algorithms (e.g",indian_job_market_2025,,,,,,,,,
INDIA2025_230925021845,2026-05-13,Cygnus Professionals,Java Full stack _ Pune _ FTE,Pune,full_time,Senior,20.0,30.0,"Java Full stack _ Pune _ FTE role. Required skills: Hibernate,Spring Boot,Java Fullstack,AWS,Microservices,Hibernate Framework,Microservices architecture,Gitlab. Experience level: Senior. Employment type: full_time. Company: Cygnus Professionals. Location: Pune. Job description: Required Skills. Strong proficiency in Java Spring Boot and Microservices architecture. Handson experience with Reactjs HTML5 CSS3 and JavaScript ES6. Exposure to Kafka Terraform or AWS CDK. Certification in AWS or Java technologies is a plus Skills required: Java,React Js,AWS Preferred Qualifications. Experience with PostgreSQL Oracle or SQL Server.",indian_job_market_2025,,,,,,,,,
INDIA2025_260925032091,2026-05-17,Optum,Lead Application Engineer - Java FSE (Spark) + Cloud + React,"Hybrid - Hyderabad, Chennai, Bengaluru",full_time,Senior,25.0,37.5,"Lead Application Engineer - Java FSE (Spark) + Cloud + React role. Required skills: Java,Azure,React,React.js,Cloud,Microsoft Azure,Spark,Application. Experience level: Senior. Employment type: full_time. Company: Optum. Location: Hybrid - Hyderabad, Chennai, Bengaluru. Job description: Take ownership of complex tasks or work where things must be figured out from scratch and drive them to completion Work collaboratively with the team and should be able to help others on technical issues or functional questions they might have Required Qualifications: . The Delivered feature should be of Quality with low defect rate Preferred Qualification: .",indian_job_market_2025,,,,,,,,,
INDIA2025_230925025152,2026-05-13,Valuora,Google Ads Specialist,Noida(Sector 153),full_time,Entry,2.0,4.0,"Google Ads Specialist role. Required skills: Google Ads,Google Search,Google Analytics,Facebook Ads,Semrush,Google AdWords,Bing Ads,google sear. Experience level: Entry. Employment type: full_time. Company: Valuora. Location: Noida(Sector 153). Job description: Google Ads certification is highly desirable A genuine willingness to learn,receive constructive feedback,and experiment with new ideas",indian_job_market_2025,,,,,,,,,
INDIA2025_230925929866,2026-05-13,Purview Services,Big Data Engineer,Vijayapura,full_time,Mid,15.0,25.0,"Big Data Engineer role. Required skills: SCALA,Hadoop,Big Data Engineer,Spark,AWS,Big Data,Data. Experience level: Mid. Employment type: full_time. Company: Purview Services. Location: Vijayapura. Job description: Required Skills: . Strong experience with AWS Data Services (Glue,Redshift,S3,Lambda,Kinesis,Athena) Experience with ETL / ELT pipeline design and data warehousing concepts Experience with Kafka or Kinesis for real-time data streaming Hands-on experience with data security and governance",indian_job_market_2025,,,,,,,,,
INDIA2025_250925011543,2026-05-15,Venpa Staffing,Site Reliability Engineer,"Chennai, Bengaluru",full_time,Senior,8.0,10.0,"Site Reliability Engineer role. Required skills: CI/CD,AWS,Python,Docker,Sre,Kubernetes,Site,Cd. Experience level: Senior. Employment type: full_time. Company: Venpa Staffing. Location: Chennai, Bengaluru. Job description: Key Skills & Experience: . 7+ years of experience in Site Reliability Engineering or related roles Hands-on experience with cloud platforms (AWS / Azure / GCP) Experience with CI / CD pipelines,containerization (Docker,Kubernetes)",indian_job_market_2025,,,,,,,,,
INDIA2025_170925022215,2026-05-15,Manpowergroup Services India,Data Applications Engineer (UI Development),Chennai,full_time,Mid,6.0,12.0,"Data Applications Engineer (UI Development) role. Required skills: JavaScript/TypeScript,UI/Frontend Development,SQL & NoSQL databases,Angular,Cypress,React,RESTful APIs,UI development. Experience level: Mid. Employment type: full_time. Company: Manpowergroup Services India. Location: Chennai. Job description: Job Title: Engineer Data Applications (UI Development) Location: Chennai, India Experience: 4-8 Years Employment Type: Full-time | Immediate Joiners Preferred Job Description We are looking for an Engineer Data Applications (UI Development) to design, implement, and maintain scalable and responsive user interfaces for data-driven applications. The role involves UI development using Angular/React , performance optimization, API integration, and collaboration with cross-functional teams in an agile environment . Key Responsibilities Design, develop, and deploy responsive UIs using Angular/React/TypeScript Implement secure, clean, and efficient UI code with minimal manual intervention Monitor and optimize UI performance using tools like Lighthouse, Web Vitals Troubleshoot issues and ensure seamless user experience across platforms Collaborate with Product Owners, QA, and DevOps ",indian_job_market_2025,,,,,,,,,
INDIA2025_130925003626,2026-05-20,Cloudxtreme,Performance Tester,"Hyderabad, Chennai, Bengaluru",full_time,Mid,10.0,18.0,"Performance Tester role. Required skills: Performance Testing,Load Runner,Dynatrace,JMeter,Sql,Oracle,Database Tuning,Appdynamics. Experience level: Mid. Employment type: full_time. Company: Cloudxtreme. Location: Hyderabad, Chennai, Bengaluru. Job description: Sound knowledge in Performance Testing Good knowledge/understanding in performance engineering Sound knowledge in Database tuning [Oracle/HANA/SQL server] Sound knowledge in any of the performance monitoring tool [Dynatrace, Appdynamics, OEM, kibana etc..] Good to have SAP/HANA knowledge Cloud",indian_job_market_2025,,,,,,,,,
INDIA2025_300925000018,2026-05-20,Societe Generale Global Solution Centre,Specialist Software Engineer - Backend Developer,Hybrid - Bengaluru,full_time,Associate,7.0,12.0,"Specialist Software Engineer - Backend Developer role. Required skills: Java,Agile,Spring Boot,SQL,Docker,OOPS,Rest Api Development,Backend. Experience level: Associate. Employment type: full_time. Company: Societe Generale Global Solution Centre. Location: Hybrid - Bengaluru. Job description: Required Skills and Qualifications",indian_job_market_2025,,,,,,,,,
INDIA2025_250925035800,2026-05-15,Opsio Private Limited,Senior Development Engineer,Bengaluru(Kadubeesanahalli +1),full_time,Senior,30.0,45.0,"Senior Development Engineer role. Required skills: .NET MAUI,jquery,SQL,C#,.Net Core,.Net,Entity framework,Xamarin Framework. Experience level: Senior. Employment type: full_time. Company: Opsio Private Limited. Location: Bengaluru(Kadubeesanahalli +1). Job description: Effective communication and collaboration abilities across technical and non-technical stakeholders. . Bachelors or Masters degree in Computer Science,Software Engineering,or a related technical discipline. . Proven experience in delivering scalable,production-grade software solutions.",indian_job_market_2025,,,,,,,,,
INDIA2025_250925032311,2026-05-15,Tech Mahindra,Technical Business Analyst,Bengaluru,full_time,Mid,5.0,8.0,"Technical Business Analyst role. Required skills: Agile,Business Analysis,.Net,Analysis,Technical analysis,Technical. Experience level: Mid. Employment type: full_time. Company: Tech Mahindra. Location: Bengaluru. Job description: Graduation -Engineering background",indian_job_market_2025,,,,,,,,,
INDIA2025_260922004137,2026-05-20,Vichara Technologies,Real Estate Modeling Analyst,"Hybrid - Hyderabad, Pune, Delhi / NCR",full_time,Mid,35.0,45.0,"Real Estate Modeling Analyst role. Required skills: Commercial Real Estate,DCF,SQL,Argus,Financial Modelling,Data Validation,FRM,Valuation. Experience level: Mid. Employment type: full_time. Company: Vichara Technologies. Location: Hybrid - Hyderabad, Pune, Delhi / NCR. Job description: 4+ years of experience in statistical or mathematical role with advanced experience in financial modeling in Commercial Real Estate Advanced Excel skills and experience in basic SQL query writing",indian_job_market_2025,,,,,,,,,
INDIA2025_40625027282,2026-05-16,Ellkay Software,Senior Software Engineer,"Gandhinagar, Ahmedabad, Surat",full_time,Senior,20.0,25.0,"Senior Software Engineer role. Required skills: .Net Core,AWS,Azure Devops,SQL,Ci/Cd,Devops,Core,Cd. Experience level: Senior. Employment type: full_time. Company: Ellkay Software. Location: Gandhinagar, Ahmedabad, Surat. Job description: Bachelor s degree or equivalent experience in a technical field Experience designing and scaling API-driven systems with extreme reliability and throughput requirements Front-end development experience with modern JavaScript / TypeScript frameworks is a plus but not required Experience with event-driven,queue-backed,and asynchronous processing architectures",indian_job_market_2025,,,,,,,,,
INDIA2025_240925932441,2026-05-14,Wenger & Watson,Data Science Manager,Bengaluru,full_time,Senior,40.0,80.0,"Data Science Manager role. Required skills: Data Science,Predictive Modeling,Artificial Intelligence,Adtech,Machine Learning,Time Series Analysis,Linear Regression,Statistical Modeling. Experience level: Senior. Employment type: full_time. Company: Wenger & Watson. Location: Bengaluru. Job description: Preferred candidate profile . BTech in Computer Science,Machine Learning,or a related field with at least 6+. years of experience in AI / ML research Experience in auction theory,predictive modelling,causal inference,and Adtech domain experience is mandatory",indian_job_market_2025,,,,,,,,,
INDIA2025_240925023141,2026-05-14,Hexaware Technologies,Data Scientist,"Pune, Chennai, Bengaluru",full_time,Senior,12.0,19.0,"Data Scientist role. Required skills: Generative Ai,Openai,Machine Learning,Python,Data,Machine,Artificial Intelligence. Experience level: Senior. Employment type: full_time. Company: Hexaware Technologies. Location: Pune, Chennai, Bengaluru. Job description: Roles and Responsibilities * Develop and implement machine learning models using Python, OpenAI, and other relevant tools to drive business insights and decision-making. * Collaborate with cross-functional teams to design and implement data-driven solutions that meet business needs. * Conduct exploratory data analysis, feature engineering, and model evaluation to ensure high-quality results. * Communicate complex technical insights effectively to non-technical stakeholders through clear reporting and visualizations.",indian_job_market_2025,,,,,,,,,
INDIA2025_270825021886,2026-05-23,Talent Corner Hr Services,"Female - MIS Executive at Goregaon (E), Mumbai","Mumbai(Goregaon), Goregaon",full_time,Entry,2.5,3.0,"Female - MIS Executive at Goregaon (E), Mumbai role. Required skills: Pivot Table,VLOOKUP,Advanced Excel,HLOOKUP,SQL,Data Management,Data Analysis,MIS Reporting. Experience level: Entry. Employment type: full_time. Company: Talent Corner Hr Services. Location: Mumbai(Goregaon), Goregaon. Job description: Seeking a proactive MIS Executive to manage & analyze data, generate reports/dashboards, ensure data accuracy, automate processes, and deliver insights to support management decisions & cross-functional teamsBachelor’s in CS/IT/Business with 1–2 yrs MIS/data analysis exp. Expert in Excel & SQL. Strong communication, organized, and able to manage multiple projects in a fast-paced environment",indian_job_market_2025,,,,,,,,,
INDIA2025_290925006036,2026-05-19,Mediafox,Performance Marketer,Agra,full_time,Entry,1.8,3.6,"Performance Marketer role. Required skills: Google Ads,Meta Ads,Performance Marketing,English,Google Analytics,Hindi,Pay Per Click,Marketing. Experience level: Entry. Employment type: full_time. Company: Mediafox. Location: Agra. Job description: Responsibilities: * Optimize Google Ads for maximum ROI * Analyze performance data using Google Analytics and Meta Ads * Collaborate with sales team on lead generation strategies * Manage PPC campaigns across platforms",indian_job_market_2025,,,,,,,,,
INDIA2025_250925014568,2026-05-15,Codekids Technologies,Faculty online courses,Hyderabad(Madhapur),full_time,Associate,3.0,5.0,"Faculty online courses role. Required skills: Quantum Computing,Cloud Computing,Artificial Intelligence,Data Analytics,Machine Learning,Cloud Azure,Microsoft Azure,Intelligence. Experience level: Associate. Employment type: full_time. Company: Codekids Technologies. Location: Hyderabad(Madhapur). Job description: Responsibilities: Deliver engaging training sessions Collaborate with stakeholders on learning objectives & outcomes Maintain up-to-date knowledge of AI, ML, data analytics, QC & cloud techs",indian_job_market_2025,,,,,,,,,
INDIA2025_11025012279,2026-05-21,Capgemini,AWS Python,Hybrid - Bengaluru,full_time,Mid,10.0,20.0,"AWS Python role. Required skills: Aws Devops,Github,Helm Charts,Python,Kubernetes,Linux,Terraform,Rest Api Development. Experience level: Mid. Employment type: full_time. Company: Capgemini. Location: Hybrid - Bengaluru. Job description: Experience with containerization using Docker containers or equivalent technologies like Kubernetes",indian_job_market_2025,,,,,,,,,
INDIA2025_240925025711,2026-05-14,Nextpoint,Software Developer,Hybrid - Bengaluru,full_time,Associate,15.0,25.0,"Software Developer role. Required skills: java,React.Js,Spring Boot,AWS,Microservices,Development,Spring,Software. Experience level: Associate. Employment type: full_time. Company: Nextpoint. Location: Hybrid - Bengaluru. Job description: Nextpoint is the industry leader in delivering cloud-based services for eLaw. Our market leading software and services help legal related organisations conquer their eDiscovery, Litigation and Admin needs. We do this by providing a powerful SaaS platform with world-class support and engagement teams that help hundreds of law firms across the country manage large data sets, identify relevant information via AI and complex searches, and organise evidence to build compelling arguments to support their clients interests. Nextpoint is venturing into International markets and is opening a new branch in Bangalore, India to be able to meet the growing clients demand. As a Software Developer you will be playing a critical role in the delivery of cloud-based solutions to support our clients success. To ensure success as a software developer, you should have extensive experience working with ruby/java//python and back-end integration techniques. Roles And Re",indian_job_market_2025,,,,,,,,,
INDIA2025_51224018846,2026-05-14,Boston Institute Of Analytics,Academic Counselor EdTech | Student Counseling & Admissions | Mumbai,Mumbai,full_time,Entry,6.0,10.0,"Academic Counselor EdTech | Student Counseling & Admissions | Mumbai role. Required skills: Admission Counselling,Edtech,Follow ups,B2C Sales,Lead Management,Education Counseling,Career Counselling,Counselling. Experience level: Entry. Employment type: full_time. Company: Boston Institute Of Analytics. Location: Mumbai. Job description: Location: Mumbai,India . Company: Boston Institute of Analytics . The Boston Institute of Analytics (BIA) is looking for a motivated Academic Counselor in Mumbai to join our team At the Boston Institute of Analytics,youll be part of a fastest growing education brand thats shaping the future of analytics education across the globe Preferred Candidate Profile",indian_job_market_2025,,,,,,,,,
INDIA2025_11025020992,2026-05-21,Uplers,Senior Backend Engineer,Bengaluru,full_time,Mid,25.0,40.0,"Senior Backend Engineer role. Required skills: Python,Django,Node.Js,Flask,Backend,Senior. Experience level: Mid. Employment type: full_time. Company: Uplers. Location: Bengaluru. Job description: Sr. Backend Engineer Experience: 5-8 Years Exp Salary: INR 30 LPA to 40 LPA Working hours : Flexible Preferred Notice Period : Within 30 Days Opportunity Type: Office (Bengaluru) Placement Type: Full-time Must have skills: Python OR Celery OR Flask OR LLMs OR Node.js Note: This is a requirement with one of the Uplers clients Lucio: About Lucio: We're an AI product company that wants to transform the legal industry using generative AI. We're a rapidly growing team with a truly innovative product that is already being used at many top law firms in the country. We're building a team of talented developers who are passionate about building products that solve real-world problems. At Lucio, you'll work on powerful AI-driven productswhether its fine-tuning large language models (LLMs), creating robust data processing pipelines, or scaling distributed services. We're looking for a Backend Engineer who: Has solid experience with Python (Celery, Flask, Gevent, Tesseract, PyTorch). Has built perfor",indian_job_market_2025,,,,,,,,,
INDIA2025_240925932313,2026-05-14,People Services,Business Analyst- Contract,Remote,full_time,Senior,10.0,14.0,"Business Analyst- Contract role. Required skills: Business Analyst,Advanced Excel,Powr BI,Project Management,Tebleau,Lean,Integration,Internal Reporting. Experience level: Senior. Employment type: full_time. Company: People Services. Location: Remote. Job description: Veeva Vault experience preferred",indian_job_market_2025,,,,,,,,,
INDIA2025_110925015072,2026-05-20,Tamarind Global,Marketing Executive,"Mumbai(Andheri East +1), Mumbai Suburban",full_time,Entry,3.0,7.0,"Marketing Executive role. Required skills: Google Analytics,Content Development,Marketing Campaigns,Google AdWords,SEM,Hubspot,Canva,Atl Btl. Experience level: Entry. Employment type: full_time. Company: Tamarind Global. Location: Mumbai(Andheri East +1), Mumbai Suburban. Job description: Preferred Qualifications . Bachelors degree in Marketing,Communications,or related field. Required Skills & Qualifications people above 3+ years experience should have a team handling experience Experience working with Martech tools and analytics platforms 1-6 years of experience in digital marketing or related roles",indian_job_market_2025,,,,,,,,,
INDIA2025_230925930124,2026-05-13,Purview India Consulting And  Services  Llp,Data Engineer,Hybrid - Ambegaon,full_time,Mid,15.0,25.0,"Data Engineer role. Required skills: SCALA,Hadoop,Spark,Python,Airflow,Jenkins,Hive,Github. Experience level: Mid. Employment type: full_time. Company: Purview India Consulting And Services Llp. Location: Hybrid - Ambegaon. Job description: Experience with CICD,Jenkins,Jira,Confluence,GitHub or other similar Agile Scrum technologies and automated deployment tools (Ansible & Jenkins) Location: Hyderabad and Pune . Notice: Immediate to 15 days . Must have: . Development and design using Scala 2+/Python API experience (Java) 5+ Experience in data engineering projects",indian_job_market_2025,,,,,,,,,
INDIA2025_290925920978,2026-05-19,Jade Global,Generative AI Engineer,Pune,full_time,Associate,25.0,30.0,"Generative AI Engineer role. Required skills: python,natural language processing,machine learning,artificial intelligence,deep learning,image processing,neural networks,tensorflow. Experience level: Associate. Employment type: full_time. Company: Jade Global. Location: Pune. Job description: Experience with programming languages such as Python,Java,or C++",indian_job_market_2025,,,,,,,,,
INDIA2025_230925930702,2026-05-13,Purview Services,Sas Administrator,Hybrid - Mulshi,full_time,Mid,10.0,20.0,"Sas Administrator role. Required skills: Linux,Shell Scripting,Grid,SAS Admin,Python,Cloud,Banking,SAS Connect. Experience level: Mid. Employment type: full_time. Company: Purview Services. Location: Hybrid - Mulshi. Job description: Shift timing: . 3rd shift -- 3:30 PM to 12:30 AM IST Required Skills & Experience: . 5 to 7 years of experience in SAS Administration,with a focus on SAS Grid in a Linux environment Preferred Qualifications: . Experience with SAS Metadata Server,SAS Compute Servers,and SAS Studio administration Experience with cloud-based SAS environments (AWS,GCP,or Azure)",indian_job_market_2025,,,,,,,,,
INDIA2025_260925914261,2026-05-16,IDESLABS PRIVATE LIMITED,Associate Tech Specialist,Pune,full_time,Associate,1.0,6.0,"Associate Tech Specialist role. Required skills: project management,brd,fsd,frd,agile,gap analysis,user stories,sql. Experience level: Associate. Employment type: full_time. Company: IDESLABS PRIVATE LIMITED. Location: Pune. Job description: WORK WITH the project team TO identify AND harness technical resources AND capabilities required TO deliver production AND quality metrics AS defined BY customers Guide technical team through project implementation phase",indian_job_market_2025,,,,,,,,,
INDIA2025_230925930356,2026-05-13,Purview India Consulting And Services,Solution Architect,Karimnagar,full_time,Lead,20.0,30.0,"Solution Architect role. Required skills: Java,Core Banking,Database,API,Microservices,Encryption,Core,Architecture. Experience level: Lead. Employment type: full_time. Company: Purview India Consulting And Services. Location: Karimnagar. Job description: 12+ years of total experience in IT and at least 3 years experience as Technical Lead or Architect with experience in managing distributed teams. Experience with analysing requirements and providing fit for purpose solution designs following best architecture practices. Effective communication skills, graphical, written and verbal for technical and non-technical audiences Experience in Architecture, Design, and Implementation of global, highly scalable, highly available, Cloud services and solutions. Experienced with Java, modern development frameworks and development CI/CD pipelines and microservices architecture / Docker / Kubernetes Experienced in designing internal/external APIs in secured manner in cloud and in on-prem environments (e.g. with Kong runtime) Experience in applying the right design patterns for cloud and hybrid architecture (e.g. GCP, AWS, Azure) Experience on designing integrations using technologies like Kafka",indian_job_market_2025,,,,,,,,,
INDIA2025_300925024647,2026-05-20,ti Steps,Financial Analyst,"Hyderabad, Chennai, Bengaluru",full_time,Entry,4.0,8.0,"Financial Analyst role. Required skills: SAP,VLOOKUP,GAAP,Tableau,Finance Modelling,Management,Budgeting,Forecasting. Experience level: Entry. Employment type: full_time. Company: ti Steps. Location: Hyderabad, Chennai, Bengaluru. Job description: Requirements: . - Bachelors degree in Finance,Accounting,or related field. - Proficiency in Excel and financial modelling. - Understanding of accounting principles. - Analytical and detail-oriented",indian_job_market_2025,,,,,,,,,
INDIA2025_260925025838,2026-05-16,Jaychan Enterprises,Content Creator,Tiruppur,full_time,Entry,1.8,2.4,"Content Creator role. Required skills: Content Creation,Video Editing,Social Media Campaigns,English,Adobe Premiere Pro,Social Media Platforms,Davinci Resolve,Social Media Content. Experience level: Entry. Employment type: full_time. Company: Jaychan Enterprises. Location: Tiruppur. Job description: Responsibilities: * Create engaging social media content * Manage social media platforms * Monitor analytics * Collaborate with team on campaigns * Edit videos, photos & graphics Assistive technologies Accessible workspace Cafeteria Health insurance Annual bonus Performance bonus",indian_job_market_2025,,,,,,,,,
