job_id,posted_date,company,job_title,location,employment_type,experience_level,salary_min_lpa,salary_max_lpa,job_description,source,true_role_label
JOB00207,2024-04-08,BrightPath Analytics,Junior Research Analyst,Mumbai,Full-time,Entry,5,14,"BrightPath Analytics is hiring a Junior Research Analyst in Mumbai. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Econometrics, Economic Analysis, Gemini API, LLM, Market Research, Model Evaluation, Power BI, SQL, Scikit-learn and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Research Analyst
JOB00208,2024-05-24,Nexa Workforce,Associate NLP Engineer,Chennai,Full-time,Associate,10,14,"Nexa Workforce is hiring a Associate NLP Engineer in Chennai. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Gemini API, Information Extraction, LLM, Natural Language Processing, Python, RAG, Scikit-learn, Semantic Search, Sentence Transformers and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00209,2024-06-23,PeopleData Systems,Research Analyst,Mumbai,Full-time,Mid,10,18,"PeopleData Systems is hiring a Research Analyst in Mumbai. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, ETL, Econometrics, Economic Analysis, Market Research, Model Evaluation, Power BI, SQL, Scikit-learn, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Research Analyst
JOB00210,2024-07-05,SkillBridge Insights,NLP Engineer,Bangalore,Full-time,Mid,13,22,"SkillBridge Insights is hiring a NLP Engineer in Bangalore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Econometrics, Information Extraction, LLM, Machine Learning, Natural Language Processing, OpenAI API, Python, RAG, Scikit-learn, Semantic Search, Sentence Transformers and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00211,2024-08-14,FutureWorks Analytics,Data Scientist,Hyderabad,Full-time,Mid,14,18,"FutureWorks Analytics is hiring a Data Scientist in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, LLM, Machine Learning, Model Evaluation, Python, SQL, Scikit-learn, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00212,2024-09-07,CareerMap Technologies,Junior NLP Engineer,Coimbatore,Full-time,Entry,6,10,"CareerMap Technologies is hiring a Junior NLP Engineer in Coimbatore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Econometrics, Gemini API, Information Extraction, LLM, Machine Learning, Natural Language Processing, Python, RAG, Semantic Search, Sentence Transformers and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00213,2024-10-07,InsightWorks Global,NLP Engineer,Remote India,Full-time,Mid,15,23,"InsightWorks Global is hiring a NLP Engineer in Remote India. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Excel, Information Extraction, LLM, Natural Language Processing, OpenAI API, Python, RAG, Semantic Search, Sentence Transformers, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00214,2024-11-14,FutureWorks Analytics,Associate NLP Engineer,Gurgaon,Contract,Associate,8,17,"FutureWorks Analytics is hiring a Associate NLP Engineer in Gurgaon. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Econometrics, Information Extraction, LLM, LangChain, Model Evaluation, Natural Language Processing, OpenAI API, Python, RAG, SQL, Scikit-learn, Semantic Search, Sentence Transformers and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00215,2024-12-24,BrightPath Analytics,Junior Data Engineer,Gurgaon,Full-time,Entry,9,19,"BrightPath Analytics is hiring a Junior Data Engineer in Gurgaon. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Engineering, Data Warehousing, ETL, Model Evaluation, OpenAI API, Python, RAG, SQL, Scikit-learn, Spark and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Engineer
JOB00216,2025-01-07,InsightWorks Global,Junior NLP Engineer,Coimbatore,Full-time,Entry,8,18,"InsightWorks Global is hiring a Junior NLP Engineer in Coimbatore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Econometrics, Gemini API, Information Extraction, LLM, Machine Learning, Model Evaluation, Natural Language Processing, Python, RAG, Scikit-learn, Semantic Search, Sentence Transformers and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00217,2025-02-18,FutureWorks Analytics,Associate AI Engineer,Hyderabad,Full-time,Associate,11,20,"FutureWorks Analytics is hiring a Associate AI Engineer in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Econometrics, Excel, Gemini API, LLM, LangChain, Machine Learning, Prompt Engineering, Python, RAG, Semantic Search and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00218,2025-03-20,TalentGraph AI,Associate Data Scientist,Coimbatore,Full-time,Associate,11,17,"TalentGraph AI is hiring a Associate Data Scientist in Coimbatore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, ETL, Gemini API, Machine Learning, Model Evaluation, OpenAI API, Power BI, Python, SQL, Scikit-learn, Statistics, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00219,2025-04-22,BrightPath Analytics,NLP Engineer,Pune,Full-time,Mid,15,23,"BrightPath Analytics is hiring a NLP Engineer in Pune. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Information Extraction, LLM, Natural Language Processing, OpenAI API, Power BI, Python, RAG, SQL, Semantic Search, Sentence Transformers and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00220,2025-05-01,QuantEdge Solutions,Junior ML Engineer,Gurgaon,Full-time,Entry,10,19,"QuantEdge Solutions is hiring a Junior ML Engineer in Gurgaon. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Data Visualization, Docker, MLOps, Machine Learning, Model Evaluation, Power BI, Python, SQL, Scikit-learn and Spark. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,ML Engineer
JOB00221,2025-06-15,FutureWorks Analytics,Junior Business Analyst,Coimbatore,Full-time,Entry,6,10,"FutureWorks Analytics is hiring a Junior Business Analyst in Coimbatore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Business Recommendations, Data Visualization, ETL, Excel, Gemini API, KPI Reporting, LLM, LangChain, RAG, SQL, Scikit-learn, Semantic Search, Spark, Stakeholder Communication and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Business Analyst
JOB00222,2025-07-18,CareerMap Technologies,Associate Research Analyst,Delhi NCR,Contract,Associate,6,10,"CareerMap Technologies is hiring a Associate Research Analyst in Delhi NCR. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, ETL, Econometrics, Economic Analysis, Excel, LangChain, Machine Learning, Market Research, OpenAI API, Prompt Engineering, RAG, SQL, Spark, Statistics and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Research Analyst
JOB00223,2025-08-03,CareerMap Technologies,Junior AI Engineer,Noida,Contract,Entry,9,16,"CareerMap Technologies is hiring a Junior AI Engineer in Noida. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Econometrics, Excel, LLM, LangChain, Prompt Engineering, Python, RAG, Scikit-learn, Semantic Search and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00224,2025-09-08,TalentGraph AI,AI Engineer,Chennai,Full-time,Mid,16,24,"TalentGraph AI is hiring a AI Engineer in Chennai. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Gemini API, LLM, LangChain, Model Evaluation, Power BI, Prompt Engineering, Python, RAG, Scikit-learn, Semantic Search and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00225,2025-10-04,BrightPath Analytics,Junior NLP Engineer,Mumbai,Full-time,Entry,7,17,"BrightPath Analytics is hiring a Junior NLP Engineer in Mumbai. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Excel, Gemini API, Information Extraction, LLM, Machine Learning, Natural Language Processing, OpenAI API, Python, RAG, Scikit-learn, Semantic Search, Sentence Transformers, Spark, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00226,2025-11-04,SkillBridge Insights,Associate AI Engineer,Gurgaon,Full-time,Associate,11,17,"SkillBridge Insights is hiring a Associate AI Engineer in Gurgaon. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Airflow, Excel, LLM, LangChain, Machine Learning, Prompt Engineering, Python, RAG, Semantic Search, Spark and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00227,2025-12-18,FutureWorks Analytics,Junior Business Analyst,Remote India,Full-time,Entry,6,16,"FutureWorks Analytics is hiring a Junior Business Analyst in Remote India. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Business Recommendations, Data Visualization, ETL, Econometrics, Excel, Gemini API, KPI Reporting, LLM, LangChain, OpenAI API, Prompt Engineering, SQL, Stakeholder Communication and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Business Analyst
JOB00228,2026-01-22,SkillBridge Insights,Research Analyst,Noida,Full-time,Mid,11,20,"SkillBridge Insights is hiring a Research Analyst in Noida. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Visualization, Econometrics, Economic Analysis, Gemini API, LangChain, Market Research, OpenAI API, RAG, SQL, Scikit-learn, Semantic Search, Spark and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Research Analyst
JOB00229,2026-02-11,BrightPath Analytics,Associate NLP Engineer,Noida,Contract,Associate,11,18,"BrightPath Analytics is hiring a Associate NLP Engineer in Noida. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Information Extraction, LLM, LangChain, Machine Learning, Natural Language Processing, Python, RAG, Scikit-learn, Semantic Search, Sentence Transformers, Statistics and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00230,2026-03-06,FutureWorks Analytics,Data Analyst,Hyderabad,Full-time,Mid,12,20,"FutureWorks Analytics is hiring a Data Analyst in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Excel, KPI Reporting, LLM, LangChain, Machine Learning, Model Evaluation, OpenAI API, Power BI, RAG, SQL, Semantic Search, Statistics, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Analyst
JOB00231,2026-04-05,QuantEdge Solutions,Associate Data Scientist,Mumbai,Full-time,Associate,9,18,"QuantEdge Solutions is hiring a Associate Data Scientist in Mumbai. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Visualization, ETL, LLM, LangChain, Machine Learning, Model Evaluation, OpenAI API, Power BI, Python, RAG, SQL, Scikit-learn, Spark and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00232,2026-05-18,BrightPath Analytics,Data Analyst,Coimbatore,Full-time,Mid,11,17,"BrightPath Analytics is hiring a Data Analyst in Coimbatore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Visualization, ETL, Econometrics, Excel, Gemini API, KPI Reporting, LLM, LangChain, OpenAI API, Power BI, Prompt Engineering, RAG, SQL, Scikit-learn, Semantic Search, Statistics, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Analyst
JOB00233,2024-01-10,FutureWorks Analytics,Senior NLP Engineer,Coimbatore,Full-time,Senior,23,33,"FutureWorks Analytics is hiring a Senior NLP Engineer in Coimbatore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Visualization, Information Extraction, LLM, Model Evaluation, Natural Language Processing, Python, RAG, Semantic Search and Sentence Transformers. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00234,2024-02-13,MetroTech Labs,Data Analyst,Remote India,Full-time,Mid,11,17,"MetroTech Labs is hiring a Data Analyst in Remote India. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, ETL, Econometrics, Excel, KPI Reporting, Power BI, SQL, Spark, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Analyst
JOB00235,2024-03-01,InsightWorks Global,Junior Data Scientist,Chennai,Full-time,Entry,6,12,"InsightWorks Global is hiring a Junior Data Scientist in Chennai. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Excel, LLM, Machine Learning, Model Evaluation, Python, RAG, SQL, Scikit-learn, Spark and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00236,2024-04-03,TalentGraph AI,Associate Business Analyst,Chennai,Full-time,Associate,6,14,"TalentGraph AI is hiring a Associate Business Analyst in Chennai. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Business Recommendations, Data Visualization, Excel, KPI Reporting, Machine Learning, Model Evaluation, Python, SQL, Stakeholder Communication and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Business Analyst
JOB00237,2024-05-22,CareerMap Technologies,Research Analyst,Remote India,Full-time,Mid,13,19,"CareerMap Technologies is hiring a Research Analyst in Remote India. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, ETL, Econometrics, Economic Analysis, Machine Learning, Market Research, OpenAI API, Power BI, Python, SQL, Spark and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Research Analyst
JOB00238,2024-06-01,PeopleData Systems,Junior Data Scientist,Noida,Full-time,Entry,6,10,"PeopleData Systems is hiring a Junior Data Scientist in Noida. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, LangChain, Machine Learning, Model Evaluation, Python, SQL, Scikit-learn, Semantic Search, Spark, Statistics, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00239,2024-07-12,InsightWorks Global,Junior AI Engineer,Bangalore,Full-time,Entry,8,16,"InsightWorks Global is hiring a Junior AI Engineer in Bangalore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Airflow, Excel, LLM, LangChain, Prompt Engineering, Python, RAG, Spark, Statistics and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00240,2024-08-06,Nexa Workforce,Associate AI Engineer,Coimbatore,Full-time,Associate,11,21,"Nexa Workforce is hiring a Associate AI Engineer in Coimbatore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Excel, Gemini API, LLM, LangChain, Machine Learning, OpenAI API, Power BI, Prompt Engineering, Python, RAG, SQL and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00241,2024-09-20,MetroTech Labs,Data Analyst,Gurgaon,Full-time,Mid,10,17,"MetroTech Labs is hiring a Data Analyst in Gurgaon. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Visualization, Excel, Gemini API, KPI Reporting, LangChain, Machine Learning, OpenAI API, Power BI, Prompt Engineering, SQL, Scikit-learn, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Analyst
JOB00242,2024-10-07,BrightPath Analytics,Data Scientist,Remote India,Full-time,Mid,15,25,"BrightPath Analytics is hiring a Data Scientist in Remote India. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, LLM, Machine Learning, Model Evaluation, Python, SQL, Scikit-learn, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00243,2024-11-12,FutureWorks Analytics,Associate Data Engineer,Noida,Full-time,Associate,9,17,"FutureWorks Analytics is hiring a Associate Data Engineer in Noida. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Engineering, Data Visualization, Data Warehousing, ETL, Econometrics, OpenAI API, Prompt Engineering, Python, SQL, Semantic Search and Spark. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Engineer
JOB00244,2024-12-24,MetroTech Labs,Associate AI Engineer,Noida,Full-time,Associate,11,18,"MetroTech Labs is hiring a Associate AI Engineer in Noida. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Airflow, ETL, LLM, LangChain, Machine Learning, Model Evaluation, OpenAI API, Power BI, Prompt Engineering, Python, RAG, SQL, Semantic Search and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00245,2025-01-25,Nexa Workforce,Associate AI Engineer,Noida,Full-time,Associate,11,16,"Nexa Workforce is hiring a Associate AI Engineer in Noida. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Airflow, Data Visualization, Excel, LLM, LangChain, OpenAI API, Power BI, Prompt Engineering, Python, RAG, Scikit-learn, Spark and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00246,2025-02-07,FutureWorks Analytics,Senior Business Analyst,Mumbai,Full-time,Senior,19,28,"FutureWorks Analytics is hiring a Senior Business Analyst in Mumbai. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Business Recommendations, Data Visualization, Excel, KPI Reporting, LLM, LangChain, Python, RAG, SQL, Scikit-learn, Semantic Search, Stakeholder Communication and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Business Analyst
JOB00247,2025-03-03,CareerMap Technologies,Associate AI Engineer,Hyderabad,Contract,Associate,9,19,"CareerMap Technologies is hiring a Associate AI Engineer in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Data Visualization, ETL, LLM, LangChain, Prompt Engineering, Python, RAG, Semantic Search, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00248,2025-04-25,BrightPath Analytics,Data Analyst,Chennai,Full-time,Mid,10,15,"BrightPath Analytics is hiring a Data Analyst in Chennai. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Excel, KPI Reporting, LLM, LangChain, Power BI, Prompt Engineering, Python, SQL, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Analyst
JOB00249,2025-05-14,QuantEdge Solutions,Junior ML Engineer,Hyderabad,Full-time,Entry,8,16,"QuantEdge Solutions is hiring a Junior ML Engineer in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Data Visualization, Docker, LLM, LangChain, MLOps, Machine Learning, Model Evaluation, Power BI, Python, Scikit-learn and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,ML Engineer
JOB00250,2025-06-20,InsightWorks Global,Associate Research Analyst,Pune,Full-time,Associate,9,17,"InsightWorks Global is hiring a Associate Research Analyst in Pune. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Visualization, ETL, Econometrics, Economic Analysis, LLM, LangChain, Market Research, Model Evaluation, Prompt Engineering, RAG, SQL, Scikit-learn, Semantic Search, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Research Analyst
JOB00251,2025-07-05,SkillBridge Insights,NLP Engineer,Pune,Full-time,Mid,15,19,"SkillBridge Insights is hiring a NLP Engineer in Pune. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Information Extraction, LLM, LangChain, Natural Language Processing, OpenAI API, Prompt Engineering, Python, RAG, SQL, Semantic Search, Sentence Transformers and Spark. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00252,2025-08-11,InsightWorks Global,Associate Data Analyst,Pune,Full-time,Associate,9,18,"InsightWorks Global is hiring a Associate Data Analyst in Pune. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Excel, KPI Reporting, LLM, LangChain, Machine Learning, OpenAI API, Power BI, Prompt Engineering, Python, SQL, Semantic Search, Statistics, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Analyst
JOB00253,2025-09-01,PeopleData Systems,Senior Data Scientist,Delhi NCR,Full-time,Senior,22,28,"PeopleData Systems is hiring a Senior Data Scientist in Delhi NCR. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Excel, Gemini API, LangChain, Machine Learning, Model Evaluation, OpenAI API, Power BI, Prompt Engineering, Python, RAG, SQL, Scikit-learn, Statistics and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00254,2025-10-16,TalentGraph AI,Associate NLP Engineer,Chennai,Full-time,Associate,9,13,"TalentGraph AI is hiring a Associate NLP Engineer in Chennai. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Gemini API, Information Extraction, LLM, LangChain, Natural Language Processing, Power BI, Python, RAG, Semantic Search, Sentence Transformers, Spark, Statistics and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00255,2025-11-24,BrightPath Analytics,Associate NLP Engineer,Pune,Full-time,Associate,9,16,"BrightPath Analytics is hiring a Associate NLP Engineer in Pune. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Excel, Information Extraction, LLM, Machine Learning, Natural Language Processing, OpenAI API, Power BI, Prompt Engineering, Python, RAG, Scikit-learn, Semantic Search, Sentence Transformers and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00256,2025-12-25,BrightPath Analytics,Associate Data Analyst,Hyderabad,Full-time,Associate,8,13,"BrightPath Analytics is hiring a Associate Data Analyst in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Econometrics, Excel, KPI Reporting, LangChain, Machine Learning, Power BI, SQL, Scikit-learn, Semantic Search, Statistics, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Analyst
